geom,value
POINT(-95.3262466157688 32.2510626734933),664298.772443314
POINT(-95.4563672348893 29.8211436980303),175042.04362638728
POINT(-97.2670701847899 32.7704964390288),899367.34374048456
POINT(-96.7051088485069 32.9400004093323),535200.61034132168
POINT(-102.023738299637 33.3909721710926),550049.83229041
POINT(-98.4159154153403 29.4145399176648),119026.88252993544
POINT(-98.142392260836 29.8763400257261),426751.23438428168
POINT(-95.7423815585515 29.7840196355542),440951.50798438408
POINT(-97.1952233174871 32.7512356086159),342139.90637715464
POINT(-95.5227377115781 30.1267726717061),745457.33569083048
POINT(-96.8511917843314 33.1242569788196),982213.672730658
POINT(-98.1173375554255 29.8732904948352),332113.61685728584
POINT(-98.6396144922797 29.5399707679426),326997.122142218
POINT(-97.0007702652156 28.8329933111757),298856.10945119208
POINT(-96.8189374889141 32.9931711751943),1747799.592394738
POINT(-95.1664852043339 29.5279191883647),495170.980128682
POINT(-97.1241865009221 32.7311613196736),360532.30834171496
POINT(-95.4821905458553 29.7710500771155),304896.04168013064
POINT(-95.4217865962419 30.1542109892493),547215.740546962
POINT(-95.1141942846146 29.5949387727502),451345.100054418
POINT(-102.074655483775 33.4841442591696),423796.06253412936
POINT(-96.7258699328037 32.8929724221688),207472.54043275144
POINT(-94.177388830835 30.0914302989794),590077.3500724996
POINT(-101.800318325719 35.1761506061581),301932.62060701224
POINT(-99.246086155128 28.6540687432126),320319.47632630984
POINT(-95.5755325685445 29.7077187715144),209015.06328089448
POINT(-95.5853810132269 30.1966482184401),829738.4338052388
POINT(-95.5301949086448 30.0296735279446),324768.18977145
POINT(-102.400171850513 31.8376466692228),335433.31189743784
POINT(-95.1818156625062 29.6962399395449),113060.62442444616
POINT(-97.3933265140445 27.7152705408348),204465.48976883528
POINT(-95.2347028815411 30.9882901372853),215649.12040892232
POINT(-98.2636076147582 29.5803489063117),683545.52024348488
POINT(-95.1783487492801 29.8047292027342),397021.60899501544
POINT(-96.6213045498879 32.9577664798573),787988.04398701352
POINT(-96.058436933985 32.8894631953779),353521.48886002472
POINT(-97.940871257623 28.0610944804074),317273.731921474
POINT(-95.6148676157433 29.7659634627174),941766.521148946
POINT(-97.0689618733782 33.0352679682408),468162.83898896136
POINT(-96.6769255068919 33.1852177660242),1209552.9082879156
POINT(-98.2462058063918 27.7462108538234),197534.98104605789
POINT(-96.7195135291304 33.1573731456052),709996.12251625885
POINT(-97.6740826033414 30.5205112725196),218813.84886464573
POINT(-97.0720690486117 32.8286534911434),228402.19075149181
POINT(-96.9050925063503 33.047433839024),922397.58783345693
POINT(-101.86947273332 35.1517526919131),427663.58529067709
POINT(-96.7795309996219 32.9193948066747),791833.39508361917
POINT(-95.3524834786896 29.8404506284925),131550.11989163677
POINT(-95.2526774336051 29.6839409520425),355780.36620100925
POINT(-101.976099384838 33.7054169402001),571626.40307307837
POINT(-96.9924787778417 32.859593752188),210101.78333102717
POINT(-96.8555951795386 32.6498116035296),244290.93987766909
POINT(-95.2084882428289 29.1364982833007),473204.16731165309
POINT(-96.5817923701677 32.7481295438107),353196.50774832733
POINT(-95.4542807982135 29.5913864692696),218381.36127583837
POINT(-96.6748971773526 32.8043556834432),220303.57131013373
POINT(-97.6503837720517 31.0598293856626),432586.53961831325
POINT(-96.9557820426651 32.8974678789982),686614.99151401885
POINT(-98.7305541178052 29.8310970302387),453559.38928581181
POINT(-94.9277904965928 30.7149672946055),173944.83344855261
POINT(-95.5967706276906 30.0640937377159),320724.35005575389
POINT(-95.1439155186025 29.6815259797166),281530.11881677021
POINT(-95.1830721701945 29.7963921323896),579128.82270048477
POINT(-96.8394648955665 32.9430900194111),305719.20846368989
POINT(-95.4933226836965 30.1511251734188),216591.63797907325
POINT(-101.89374253639 33.4822997844145),499935.03367419069
POINT(-95.1908990802905 30.103617916829),252278.53196145853
POINT(-96.2715074475782 31.6326549620622),299273.89138965693
POINT(-96.756952895994 33.0746592210582),786375.79938974557
POINT(-95.4111565514894 29.6593046585472),294577.62084408157
POINT(-95.0766901636797 32.1161838176333),336362.54075382621
POINT(-98.5182352612215 29.374269258105),199668.45628547581
POINT(-95.3984793301891 29.842574642345),197434.59607667197
POINT(-96.6709000741948 33.0845591461249),209930.20191471773
POINT(-95.2427528400943 29.5218949832988),350855.82502302493
POINT(-95.3778884162195 29.7497526156325),586325.71092856221
POINT(-97.5773600436905 30.4164078946949),395885.78176050237
POINT(-97.023429568056 33.0431044363994),261275.95501719933
POINT(-95.4562356442568 32.1535917774175),303308.72202703229
POINT(-106.364388198798 31.770393946608),243750.05197969437
POINT(-96.4994929742431 32.7944978949748),394866.95073122333
POINT(-98.7591575253396 29.1372451790846),308580.06217409181
POINT(-97.7656680718636 30.2854843872837),554012.22096482269
POINT(-96.7009119015478 33.1791510863122),785889.20002342877
POINT(-95.0543550118474 29.7912174891619),413779.56676986493
POINT(-98.4467602707146 29.496399775979),585901.99550514109
POINT(-95.5129186133458 29.9788553100562),499858.83911826013
POINT(-97.2871966792694 30.0319685422314),354054.49477611773
POINT(-97.9078170584074 31.1014543393962),298447.00435457245
POINT(-95.6456952729549 29.7339399114978),178642.04947217277
POINT(-95.4878151071616 29.5221085767199),411234.50421336957
POINT(-97.7485536784861 30.5219170564524),802270.18222238589
POINT(-96.6255017971555 32.8426381235011),240058.56514702205
POINT(-96.7056023404046 32.8533628378111),323243.97463567229
POINT(-98.7293332824707 31.2035496491339),216774.69736061117
POINT(-98.7364632530327 29.0541607094855),405331.27250553021
POINT(-99.4846464927555 27.5535765472006),286529.47802750813
POINT(-93.9875606132173 30.9190629169257),221766.68668632925
POINT(-96.9919488881181 33.0143065613081),318713.42428110685
POINT(-95.5576868024337 30.4064779500062),255519.95357541885
POINT(-95.5447116441124 30.6986754298156),143155.45077722269
POINT(-95.5503178500545 29.7372832506259),372119.04974414653
POINT(-96.9801590826134 32.7923300985152),254038.72409797437
POINT(-95.3823319206531 29.7469008794877),548081.95290438109
POINT(-106.27624049919 31.7402136069727),264668.18189875677
POINT(-95.8333016073452 29.6982800279739),700309.00359614589
POINT(-97.7307950413987 30.2340323319766),248132.83478876285
POINT(-94.1084697637014 30.0539395972186),183727.26495291165
POINT(-94.638776223359 31.6310379258682),286214.71575498173
POINT(-95.1856336702157 29.6948061661454),134646.00098364861
POINT(-95.3758590857764 29.8014336769701),363785.42968771677
POINT(-97.0163547284832 33.0800687353034),309666.16660544253
POINT(-96.7862617534018 33.1324014979817),437566.41852266557
POINT(-95.7121871427716 32.2390620131931),263774.18845834973
POINT(-95.5450943467212 33.6582800107239),168356.98891351421
POINT(-99.4497647597252 27.4901615551774),131065.08201362813
POINT(-97.8248862376888 30.4061739317111),334121.25358283805
POINT(-97.3798272570972 32.6407390755972),406007.95301753533
POINT(-97.4148671291924 27.7223560476172),410873.49883275613
POINT(-98.7027910003398 33.8158682543185),427483.38538301789
POINT(-95.4225016147828 29.7424357828699),867929.55223916541
POINT(-97.1234464626259 31.5377730729333),120756.16834991773
POINT(-95.2127205534923 32.3059509402872),250219.57986629277
POINT(-96.8197412017156 33.1349248863619),238102.57403374909
POINT(-97.2255560725773 32.6660042254332),241592.93227912509
POINT(-95.2105108427581 30.0666549950502),449128.55045967165
POINT(-95.7650714333533 30.0110812723009),725321.81920812349
POINT(-95.4942241217128 29.6975820129388),375877.49180769245
POINT(-96.7737455160446 32.8882768457654),267055.62436237949
POINT(-95.2120317962705 29.7692344821382),296600.53054247197
POINT(-94.0243982031988 31.4640271953588),218712.53676750077
POINT(-95.5137953603662 29.9917107182414),208464.67545915965
POINT(-94.8194383104559 30.4774156968414),182003.25746065981
POINT(-95.9200223975957 30.0099425227075),497424.82602842333
POINT(-98.644169975208 29.5101695747862),449388.02971097309
POINT(-96.1068914714988 33.1102007269873),318211.28013674717
POINT(-97.3909690471998 31.8794706521975),290997.88901560189
POINT(-97.3559620914895 32.6687922247489),335710.43748374045
POINT(-98.4930811036113 29.450276808165),368202.35006936605
POINT(-93.9290984294208 29.9192303186988),249649.29442105853
POINT(-98.0149679837355 29.989291403057),455144.45810821629
POINT(-102.339027296077 31.9011147576992),195028.33625020221
POINT(-95.6345777546716 29.8098956360653),250604.81797240637
POINT(-98.2270202623248 29.5910818098672),530206.55612028029
POINT(-97.1223756288736 33.2490038372479),189206.01810467613
POINT(-95.1255654214906 32.4165992177859),258595.40239760157
POINT(-101.79260772267 35.1979415919823),194140.88034890173
POINT(-97.4566882843398 27.7320551546219),300688.17747552349
POINT(-106.354039864501 31.7046052073117),264632.78260535037
POINT(-96.4303513247298 30.6375199921387),385038.46320182685
POINT(-97.4564256025773 27.7549985238579),226290.95705892253
POINT(-96.8366785519334 30.5427114541297),414242.19211910205
POINT(-95.4850648280555 30.3631768524477),501902.66819945181
POINT(-95.765659042001 29.9388824222478),819774.60697381245
POINT(-96.3365471582842 30.6592436853933),344597.89014752605
POINT(-98.612489058503 29.5033643418499),304119.85146871133
POINT(-94.9303207888237 32.563207644045),265151.38023109629
POINT(-93.9009509854096 29.9418248113631),364674.49824416765
POINT(-98.5131058096899 29.347355448166),144810.60219660957
POINT(-97.6966858198861 30.3260211116923),204799.02930950109
POINT(-95.6767833946059 29.5433748936142),945855.22202639293
POINT(-95.2396501369008 29.56950681579),372173.34232445533
POINT(-97.9498880794981 26.2460395659543),122056.44411668733
POINT(-96.7843656815286 32.6106516192468),304169.55746987229
POINT(-96.6932633279486 32.9499125893448),326006.67054938653
POINT(-97.4177792431953 32.8319616598444),419963.99385956541
POINT(-98.5521806927363 29.3989582906452),140523.95901014205
POINT(-96.1924461566044 33.0773111590336),220679.65891741533
POINT(-98.6568036759292 29.4920438758771),566278.57891632989
POINT(-98.4079124830171 29.3016977164416),380399.73358851229
POINT(-97.3981385143363 27.6860494659105),377495.37009082845
POINT(-95.5027957723692 29.7483028130345),378446.05053974653
POINT(-96.7730233712655 33.0238502146472),288155.99706945661
POINT(-95.3610922285993 29.6610811461929),154824.76456881949
POINT(-98.3898375379624 29.5097721270043),181224.51220628925
POINT(-98.6815096734265 29.4376804520614),540781.36841092189
POINT(-98.1628957025481 29.8279028304259),662238.73544559709
POINT(-97.8252494840535 26.1513388182158),185908.50858912157
POINT(-96.7249400684827 32.9074072684464),129226.03063312445
POINT(-95.1962867020545 30.0741568950871),284092.16724443197
POINT(-95.7638410226912 30.1996202655899),683024.30020682781
POINT(-97.7515097489758 30.3145317200519),507579.04863836861
POINT(-95.5737792403311 29.9179358564424),298369.16718860989
POINT(-95.3311688835744 29.9085476525669),212337.90813499741
POINT(-97.8562805709266 30.2651508768339),895367.30196717917
POINT(-96.795029599308 32.8516573173169),855194.46488442877
POINT(-101.94060035332 33.5322831971685),255137.70985187325
POINT(-95.0170415813209 29.7781140679919),201128.95032936445
POINT(-98.6010172152454 29.5126970734751),423985.43442253117
POINT(-95.6048798137196 31.6985568624847),214942.08121148733
POINT(-95.3924860256603 29.9490457136347),117784.32865143773
POINT(-97.3012801198719 33.0850017514614),506291.53376461437
POINT(-96.3432845084268 32.5236810233985),345571.99972827773
POINT(-96.8817831486954 32.6403415782475),232300.04367992413
POINT(-95.2340338247898 29.400922465618),372563.21450903133
POINT(-98.4323380757564 29.6090899999929),628723.92172887293
POINT(-95.5147079421214 30.0513544100406),693674.57421841309
POINT(-95.3312183177157 29.6908199979589),268824.19850654621
POINT(-96.7985690851792 33.0610244750051),628898.00518738141
POINT(-100.255247770589 32.358229726647),278543.06811295613
POINT(-98.2552518993467 29.5985291850347),581669.52914669085
POINT(-97.0839260792709 32.7703078725985),233502.39859727197
POINT(-96.5738765544924 33.7720960006583),200231.77502339581
POINT(-97.3363696962949 31.1078426373732),161187.01007434237
POINT(-98.9384632383823 29.2688878616933),277211.93679521949
POINT(-95.4388775432546 29.8622627594337),124069.02006701885
POINT(-96.7355703227778 33.1875147621961),738920.49309622077
POINT(-98.0539908243063 30.3966619161775),723091.83760766429
POINT(-98.2706630797629 29.5945212812337),630016.04694857181
POINT(-97.0017538522139 30.655992975454),190274.65019722877
POINT(-96.6294094824026 32.8765662444958),280770.12252214045
POINT(-106.326106367834 31.7974460007606),204778.11349925981
POINT(-96.5857517378844 32.755484773182),223927.64344874045
POINT(-95.2997886010406 30.0149913154146),287819.63886496477
POINT(-95.6349903615185 29.9958563366276),735259.38037033693
POINT(-97.3157411428185 32.790769656174),368013.56357864157
POINT(-97.7311649482299 30.3426601174986),351509.68431200989
POINT(-99.5433093501955 27.6526969230948),360475.64441496285
POINT(-94.6442548014773 31.640956091088),270748.28072444285
POINT(-95.5493617687077 30.1067129003287),587922.54452237661
POINT(-95.7441419534163 29.5961524721887),497209.70488989021
POINT(-96.9749428729244 32.8129030483877),197616.36165915293
POINT(-98.5625566897149 33.8660872083754),205159.68304070621
POINT(-97.6184820582424 32.362636837257),702893.99247230589
POINT(-98.519692576878 29.5831704228979),502560.13548648061
POINT(-97.7446581033141 28.3927465274406),265070.03920313629
POINT(-97.0235116090253 32.626890132438),581318.94497311325
POINT(-97.6957810185548 30.353761684582),156042.82435318013
POINT(-97.1616957676608 32.7239548036222),536238.94900355325
POINT(-95.7425543986644 29.7396503254893),687528.50834964029
POINT(-95.6125119522356 29.7389051833533),345307.75606015197
POINT(-95.1892628245026 29.7122456865911),265640.16026686685
POINT(-98.5540364403225 29.4415210921609),199241.81474530525
POINT(-95.6505919653747 29.7001210676288),345253.28152125981
POINT(-97.0824885595021 30.0654411202979),264497.83312597533
POINT(-98.6605178383959 29.4528097214163),190135.14123417789
POINT(-106.415551507535 31.8809165181709),241090.59045977949
POINT(-96.7901980876686 33.2463304374144),708956.30472572765
POINT(-96.913296525083 32.2550648659121),470035.61428600317
POINT(-95.6314888233518 29.8812119598396),487812.53886182909
POINT(-96.6575005242769 33.0885783754952),654141.75448431773
POINT(-98.0968450880436 29.9373093022037),320029.24052755261
POINT(-101.801398454112 35.2298871098113),195098.47154733885
POINT(-96.7692625757536 32.8235504861291),428455.06702213245
POINT(-97.758754392628 30.4489723948287),705526.88692598557
POINT(-96.5997548567835 33.6526688491377),337576.15659964189
POINT(-94.9458941490808 30.3051519421054),555203.05669838621
POINT(-98.63135549527 29.5383459458516),387068.96401898237
POINT(-95.5614877258377 29.7759913121361),874558.94296637853
POINT(-96.5928855256405 32.665832912698),255423.80564443549
POINT(-97.6351868882125 26.1077979427384),314553.01798791229
POINT(-101.939544456915 33.5184140013392),440904.52190664061
POINT(-98.0434196100124 30.1524245409101),686228.82283815613
POINT(-97.2240355417263 32.6495563510754),356530.24868571485
POINT(-96.9262079089459 33.0265889061304),470253.02733887837
POINT(-97.3167047140276 27.9352542136421),541351.66025783645
POINT(-94.3783115812705 32.5156648218596),402010.29725300381
POINT(-97.1582959622721 31.5024129474687),435979.36945563293
POINT(-98.5880451554633 29.5891705443649),383218.49869024573
POINT(-97.6778748201284 31.1202974647777),169150.27680021117
POINT(-95.8324614925344 30.2301348797431),405352.70248483453
POINT(-96.5572241543777 33.3690579362089),510235.75392545405
POINT(-95.4432807522384 29.6340689830079),249201.21460574845
POINT(-98.064624442915 29.5936289279246),318181.11559524637
POINT(-96.947443417929 32.5736873532927),269404.08897902525
POINT(-98.6463815106112 29.4603763759362),225273.66177109949
POINT(-95.1803883434397 32.7179916518198),231515.30775378845
POINT(-95.727062404102 29.7913157461997),439876.16062397341
POINT(-96.9632170597346 32.9044040509703),337792.91289254813
POINT(-97.5844793027897 32.987902627079),354740.08833110589
POINT(-95.6535872288597 29.8400345823856),270056.02359314653
POINT(-95.777328916699 29.4870842086888),318993.76612881949
POINT(-95.4469828427066 29.9969814751424),285820.91116932285
POINT(-95.3789937956992 30.3373326784805),350927.14004262077
POINT(-102.343214250683 33.9107457951488),219037.79911131997
POINT(-95.3085818245712 32.2836503361895),311828.31162767869
POINT(-97.2226750817186 32.6693052798183),395655.39062643197
POINT(-95.462807898776 30.2118849362308),514771.25827145885
POINT(-94.9400237780084 29.3306310881823),578994.99087450269
POINT(-106.23435700615 31.7529152790496),255648.73031305021
POINT(-97.3863593917065 32.6733954539833),200905.73166656989
POINT(-96.969706457495 28.7980415823995),244136.81453596125
POINT(-98.5479836810608 29.1238525234698),315365.88917470333
POINT(-98.3249519437139 26.1557511071069),209210.82219811965
POINT(-95.2954941314851 30.0168295306276),388659.25621558045
POINT(-97.1201658065003 32.5901198465758),734755.47132133821
POINT(-98.5225960750867 33.9825267633814),322092.86248410877
POINT(-95.4957194866179 29.7349174872805),174741.61796845309
POINT(-97.705431796754 26.2227614670578),349877.09339813277
POINT(-96.8640760490104 32.6382896465553),147396.36101649117
POINT(-97.945522849012 29.8382055202971),316767.54723713757
POINT(-102.164047909718 32.0318229341782),778755.95343421469
POINT(-95.3720447008026 29.8351655366561),265680.20211703837
POINT(-95.1586993553732 29.5270745585997),432257.35420903453
POINT(-95.1079607836601 32.2677199674554),295080.93459723965
POINT(-100.460356071051 31.4767928769972),131066.91225548477
POINT(-96.6335558929551 33.1913071643397),333596.72941333853
POINT(-97.4814678166332 32.7754564453929),384584.47606730077
POINT(-94.7498969276911 32.5240610534017),273693.60665707517
POINT(-96.9656590985304 30.8531678710316),257671.47755207325
POINT(-99.4606598659487 27.6023811423099),359979.96979313309
POINT(-96.5405844869003 33.7232200461315),199525.43436403005
POINT(-100.408550868538 32.4534150521045),315241.58128258685
POINT(-96.2750154989511 29.2092060289242),221005.25193019005
POINT(-104.407020998894 30.2553787492358),151150.31799791229
POINT(-97.7706398406717 31.1013427215807),360210.86640837917
POINT(-96.7283500697975 32.7696222469693),310688.82822583581
POINT(-97.5991231197827 30.5263468456639),943899.53115032509
POINT(-98.4479902364358 29.3596576648969),171856.27621783805
POINT(-97.7501986189146 33.6934033697533),322037.19615969533
POINT(-96.7986499160081 33.0641963011659),429188.50588024029
POINT(-101.845951719846 35.1638194344875),241646.20833622557
POINT(-95.4949533260261 30.182246505353),725030.17540889117
POINT(-101.798956331773 35.2314012595569),238804.82755455517
POINT(-96.6040052564055 33.0364510376658),388068.33632542909
POINT(-97.2676480698492 32.7089051094829),297933.90376001725
POINT(-100.447672584296 31.4779326564453),145476.57917790045
POINT(-106.32101294438 31.724562221448),155251.89155628189
POINT(-95.5063942916483 30.0325639299841),850849.52773286717
POINT(-98.1105674802415 26.2573939302723),144648.57932886493
POINT(-95.4295228917335 29.7393693803234),846062.21791064541
POINT(-97.0449616066658 28.0729810854236),253990.11082242173
POINT(-99.295581158099 34.1491757487555),361190.58754168957
POINT(-96.7922933965339 32.7066525612645),190471.56078032317
POINT(-98.249432523329 26.2422892967051),324085.88650550717
POINT(-95.575093681024 29.7311714852542),223949.40124247485
POINT(-97.4689426180848 25.9075744441908),137001.18130670002
POINT(-95.7948167910627 29.7284402405892),688980.7175943621
POINT(-98.39026856205 29.3879851415657),220026.29740188722
POINT(-98.1854094905353 29.1297195307745),328223.09086644946
POINT(-95.4081172368561 29.8657073094754),139817.38023013074
POINT(-96.9373542410298 30.8613730356588),269486.45678746322
POINT(-97.1049287645044 31.6166717109806),146536.62031192434
POINT(-93.9923058454523 30.5897928365926),477709.52133697906
POINT(-96.6557923244391 32.7600965384172),146990.74892902066
POINT(-97.1163293963965 32.6387033651045),352203.17891120818
POINT(-95.3612916839379 29.5416647909739),1003452.0091819349
POINT(-95.5278926329777 30.0425099659034),440110.42766816594
POINT(-94.5959140658981 30.3074881511639),282106.09061870578
POINT(-97.5809998276296 30.4280327254972),753598.19192359922
POINT(-98.2951770591553 29.9765020851508),332254.50318571826
POINT(-96.7117689598872 33.0549751679926),478477.30763663666
POINT(-97.1903438744489 32.8174051847334),212314.80952739442
POINT(-97.3509085285394 31.0888180189255),128138.75800970866
POINT(-98.0635562348382 30.1889337352678),508666.99970442866
POINT(-96.7550964265346 32.825896138095),1441047.3879300021
POINT(-95.187514127401 29.5944066377906),323696.00956916658
POINT(-97.3730377026603 31.0584717802066),260317.39229764178
POINT(-95.2829119224834 29.9527051753963),501353.13132018258
POINT(-93.9426858603865 29.8887736056194),156183.88702081266
POINT(-96.657696012975 32.7427299727566),300265.7176171749
POINT(-97.4009320283514 27.9799739877002),234415.75414190322
POINT(-97.1802398466084 32.8956553249921),1222899.0377780213
POINT(-94.8191324107667 32.1677624177189),192291.45042077586
POINT(-94.6487963880773 31.3338695502851),268661.92581592978
POINT(-98.3600872325098 30.5308120390581),348162.64290483762
POINT(-96.8672467964141 32.9878719495663),190831.7666587157
POINT(-97.0982515507549 31.79833201885),336141.37938485778
POINT(-97.5877454234537 30.4267945238549),501934.75040076306
POINT(-97.7843481122282 30.2393426714695),327387.03880575154
POINT(-96.9102146601966 31.7075030823586),222246.35103377586
POINT(-95.5264639007038 29.7541248979716),1404654.3696776549
POINT(-94.8246665467272 32.5286141837589),218517.5173803365
POINT(-96.7880287756356 29.5636172500378),296643.3106324597
POINT(-99.4859284506337 27.5261601164463),135497.4337325957
POINT(-96.7463807438649 32.98589370128),128745.60454732242
POINT(-102.368754647541 31.8691230719793),242402.87675670642
POINT(-97.9453097771261 26.201709608255),140997.18655555346
POINT(-96.8046703493727 32.945002856057),274269.18786733842
POINT(-94.5763918108712 31.2220887834385),269646.48838729138
POINT(-99.1720238368343 30.0075623391796),278450.8565599717
POINT(-96.5890300605146 32.9834390885526),361081.23589497234
POINT(-95.4382808052653 29.7274536260459),409214.46015958738
POINT(-98.6991183871289 29.4981610522579),264548.23869374162
POINT(-98.6373234777343 29.4536761286026),455538.7921531669
POINT(-101.883801735692 33.5183194940467),328880.23067375954
POINT(-94.2040123034364 30.0650932774031),399151.5108183893
POINT(-95.5630460536421 30.17639738059),1211647.2786026085
POINT(-95.3426209644228 29.8777001943485),244297.75545302322
POINT(-96.8923928633212 32.9375792064464),302650.03338019794
POINT(-97.318170766261 27.8801211961902),418394.33534788562
POINT(-97.0812340590937 32.7172587260669),280520.7997372853
POINT(-95.9046641624006 32.1220616763669),270080.1129593029
POINT(-97.4328881460208 25.9669394959621),315047.32746676146
POINT(-95.0793033843517 30.336496566286),195802.58385565618
POINT(-98.8319469013415 29.2049891912352),284033.55410175922
POINT(-98.1432945218321 33.2070008599508),224486.36114180018
POINT(-98.4368693524399 29.5213578261646),206552.78150069842
POINT(-96.643561896052 32.9906205096359),1170575.4543138773
POINT(-96.8209155337975 32.8247624373482),295703.08750381618
POINT(-96.7232972775836 33.1456768844281),457573.48877414962
POINT(-96.8384770639111 32.8206859915399),342207.20811051218
POINT(-97.6629474511073 30.5393872076694),413178.40599834482
POINT(-98.2239710286258 26.2788397665485),325880.35698338994
POINT(-100.484448622095 31.4459318256539),328994.12285836466
POINT(-97.6532994915811 30.3288471715843),405605.93396343634
POINT(-97.7464655535783 30.3123219212946),363339.9267606613
POINT(-96.8293418206749 32.8448406639259),241251.88643863026
POINT(-98.8853700253957 33.1833065378344),232037.6531734133
POINT(-96.37938979618 33.4907637577505),478074.90734589746
POINT(-95.4417195115699 30.3119148374308),195761.78495506226
POINT(-95.0412873286977 29.3480356398118),363659.6056881845
POINT(-96.6418595836871 32.9404742745107),696019.45954077458
POINT(-95.6028687831323 29.7416171076545),696589.73899331666
POINT(-96.5329405208186 31.5562636381681),202772.98802980946
POINT(-97.0489072241301 33.0294784662553),1027283.9666198741
POINT(-98.5708789569307 29.6183326390428),468128.10447324562
POINT(-95.4794720575385 30.08687415119),391025.04588526994
POINT(-95.6585706886194 29.8678157610834),272533.9263895285
POINT(-94.1572194510354 30.0867010678539),609830.94577232946
POINT(-95.5550423071479 29.980182864238),347393.54122791282
POINT(-95.5685469268419 29.6642102170939),143597.18078409074
POINT(-98.0419349976784 30.1610227050213),466805.99808999442
POINT(-95.5848370616064 29.6417826056563),311606.39540084754
POINT(-95.6556194039605 29.6680441482731),511538.0889887301
POINT(-96.2948288378597 32.667341956344),449663.2953528901
POINT(-96.1695781684554 30.121989536801),271236.84974492306
POINT(-97.695998417681 30.3665113378601),156707.7812363125
POINT(-96.5717728476364 32.7630821600955),431028.88845990546
POINT(-96.9687743578416 32.9128111468479),1018719.2980884885
POINT(-96.9575711034013 32.5808102726386),195623.17107281522
POINT(-97.229905712597 32.9309129207567),348366.34854883922
POINT(-98.0272373168092 29.7531144687772),409073.78930333938
POINT(-97.7705883592667 30.328578826516),718272.05575380882
POINT(-95.9071368976649 33.1646679418311),299753.9616753413
POINT(-101.894061182696 33.5629884302056),209385.53972991538
POINT(-98.4500857624169 31.9445901979517),260130.17762080306
POINT(-96.9657960913014 32.8345695424405),511195.26503384626
POINT(-97.7810689774216 30.4965964035386),351220.35406312306
POINT(-97.7715521501606 30.263890728766),289058.86325828114
POINT(-95.3989724295778 30.1768033127146),553270.15978437138
POINT(-94.973619037012 32.6503041323319),252544.90471538866
POINT(-96.1539699792444 31.556731489238),335124.50499647314
POINT(-94.2898766556081 30.35316910293),300867.81216479058
POINT(-98.0846590763014 31.0355751153468),441483.18683278834
POINT(-106.185832526328 31.6657482656687),289708.53336564882
POINT(-98.6601165224821 29.3954761932638),221773.96458013842
POINT(-97.7906248739532 30.4758527092298),388499.27529219218
POINT(-98.0793193216805 29.8174922624028),659434.88739280018
POINT(-95.3176911097502 33.6778847174422),402776.6014099333
POINT(-97.3425911474931 32.889025881141),434583.63682044722
POINT(-95.6089034025156 29.7565424849998),210109.7898012549
POINT(-95.5678898446312 30.4566013556469),472955.4795224485
POINT(-96.6157648252084 32.7039310382196),309279.22860728082
POINT(-95.485444886532 29.7054513413491),165723.48451032146
POINT(-94.8349753622779 29.2622103487701),184834.1633313013
POINT(-94.7864761949228 32.5418351694267),394823.70192480658
POINT(-95.3947466025772 29.7455104014492),694167.33314322482
POINT(-97.4414045199379 25.8936782873021),218413.82248001586
POINT(-97.5757129970337 26.0010453781861),172911.6329346837
POINT(-95.5077785913655 29.9015225657703),360185.17526076786
POINT(-95.6193475839999 29.6492492636634),494803.82842432178
POINT(-97.733677215948 30.7225849369795),501995.92712268466
POINT(-95.1898879221499 30.0624851222954),601581.38070950226
POINT(-98.1723302447942 26.2937150818652),192147.43189431602
POINT(-97.1831784087837 31.5817525623608),143196.0635269013
POINT(-97.8375977578975 33.5528941268751),311534.72727727058
POINT(-96.7970378731651 32.8032147396959),800189.43064819986
POINT(-96.7982540429796 33.0637720786864),642687.52624680882
POINT(-95.5912452161365 29.6732992434071),282647.34457443922
POINT(-101.942175354135 33.5673183736922),147078.32261072466
POINT(-95.6049138395713 29.7196700890552),203865.68248972882
POINT(-99.2143625418799 30.0318307997993),248271.97959132754
POINT(-98.2073898101969 26.2356084003498),373318.63138077938
POINT(-95.1942597815786 30.0625931038305),570499.61191555986
POINT(-97.7197748922376 30.2277998384602),246444.64336200594
POINT(-94.138712062647 32.9744815613253),450359.6956690693
POINT(-100.463945162135 28.6939755352659),308128.84218157618
POINT(-98.4909402792977 29.3530410561434),281454.73978464818
POINT(-96.8214460243697 32.9447705551714),191072.9525459205
POINT(-95.3722165379587 29.7805746333456),579164.49932753458
POINT(-97.7883645889982 26.1983787550728),334666.21738272626
POINT(-93.7791142972722 30.0966554866254),112163.60718894962
POINT(-95.4906667683147 29.6525103125204),666832.63437743986
POINT(-99.8033342742294 29.2121245122086),169726.82529281202
POINT(-96.719380206141 32.9015798574652),243354.49344887634
POINT(-97.1492115041069 30.0021870059597),148150.99785077234
POINT(-98.6243783174714 29.5896727343845),164420.43934351858
POINT(-97.883182383308 29.782374636762),348894.84555919858
POINT(-96.5193687921597 32.8169108857739),605143.8729372517
POINT(-95.4870887047716 29.7245924484595),231555.23075135634
POINT(-96.7570625301014 33.2111855847455),520821.87105095474
POINT(-97.1913270664804 32.7297498108516),258367.76503406386
POINT(-97.2754349484119 32.868327950494),552010.07027539762
POINT(-98.2775531945523 26.1252937028473),197882.59751388626
POINT(-94.1868724746658 33.3744479671566),179599.90457719922
