h3,id,geom,value,severity_concat_joined_joined,event_concat_joined_joined,event_count_joined_joined,name_joined_joined_joined,event_type,event_exists
89446ca8363ffff,608c4f32-4080-409e-9c78-bef625d7acf1,POINT(-95.3857779536447 29.7254703818079),675202.82112686755,,,,,No event,No alert
8926c805d4bffff,692f1469-9856-4af2-918f-89f69e8c1b27,POINT(-96.6325178363319 33.2117219379225),257113.85503218914,,,,,No event,No alert
8948b38660fffff,ee78bc96-086b-4103-b177-391c9dfb8bde,POINT(-98.2204526808848 26.1637992892699),288983.346720952,,,,,No event,No alert
8948d24b6c3ffff,1785d035-710a-44c4-85d0-4896915addba,POINT(-101.971076748151 33.514023765586),527602.81468932691,,,,,No event,No alert
89446d22667ffff,f42b1688-913f-4933-9980-2c91a08ca373,POINT(-96.3751734305262 30.688753079327),166625.58339813619,,,,,No event,No alert
89446c1006bffff,c04eef97-bac2-4e04-9b90-906fd7767f8e,POINT(-95.0990370566368 29.4927953849745),479915.71566474641,,,,,No event,No alert
89446cc0067ffff,0553111c-c37e-48d4-9aae-381c3f144d35,POINT(-94.8150832659065 29.2840296642121),330937.82860117243,,,,,No event,No alert
8926cbc2833ffff,2f634bf7-e8d6-4a9b-b8ba-dd6763723bac,POINT(-97.1476973538684 32.6024223797098),738684.93921265588,,,,,No event,No alert
89446c05e87ffff,3216e67a-6230-4684-9c75-2c50e7a15a71,POINT(-95.1750315645838 29.7841200472673),194909.26592701278,,,,,No event,No alert
8926cbd119bffff,fb9cdbb8-e6a7-4760-b331-c8a65e135c7c,POINT(-97.2502586194995 32.7620204029197),318570.29348098603,,,,,No event,No alert
8926c8683a7ffff,f5ea5e7d-cf63-405d-9c64-13297321816f,POINT(-97.1628577620513 32.9046708348017),1277366.6729899424,,,,,No event,No alert
89446c30a6bffff,cda21b76-dd9c-473a-92f7-3e1e49efe6c6,POINT(-95.3702919972636 29.9265625708568),191255.77309755445,,,,,No event,No alert
8926d06ecc7ffff,c1d5bc47-4086-40a4-93fc-5038b43dca0e,POINT(-102.641801415515 35.2409748908382),337878.73696475051,,,,,No event,No alert
89446caa86bffff,2723ed86-1eff-40c7-b8d4-54a48aa02d6b,POINT(-95.4564804590188 29.7002155238092),1477788.6942253367,,,,,No event,No alert
8926cbd7327ffff,0e53c4fc-a69e-45d7-b271-ce41dd790789,POINT(-97.0828031201154 32.6833839641474),172227.68216985572,,,,,No event,No alert
8926cb5b1afffff,ee8d69c8-5b64-4241-8653-cfc9ef6a6cee,POINT(-97.6184820582424 32.362636837257),702893.99247230589,,,,,No event,No alert
89446c24587ffff,2caa2b52-4951-4d6d-995e-3d1251247790,POINT(-95.5169249560064 30.1084196213281),439572.72874445212,,,,,No event,No alert
89446cb91b3ffff,e2f0e1ac-2d4c-41f7-9d9c-0df803330ebe,POINT(-95.3827363230898 29.5436021848052),961932.96143106569,,,,,No event,No alert
89446c0f333ffff,0b40d43d-7efc-419c-82d1-9136362f39d8,POINT(-95.0138968780223 29.7803546788977),171303.58357857761,,,,,No event,No alert
8926caae373ffff,d6917875-ee42-405c-bbcb-e9a3c774218f,POINT(-97.5060256194836 32.8407568260037),339745.34412498708,,,,,No event,No alert
8926c935c03ffff,d0ee8362-203b-44c8-9df4-5b0a0c3c6788,POINT(-95.2897988754474 32.2879367895746),374733.06374231749,,,,,No event,No alert
8948b386b53ffff,b6a490dc-bbfc-487a-8d75-696e4c3c41f0,POINT(-98.2660502319939 26.2484532023133),329849.24384414428,,,,,No event,No alert
8926cbca437ffff,301077ba-254b-4f45-ae18-941f1c6fcf41,POINT(-97.3580765420407 32.6194136538619),344148.56922612555,,,,,No event,No alert
89446ca0b2bffff,dda194e9-22f9-4ff8-accc-a230c5c055e0,POINT(-95.6049138395713 29.7196700890552),203865.68248972882,,,,,No event,No alert
8926de6b553ffff,c2e4ee62-3dfd-4ed9-8970-41ef5979a16d,POINT(-101.910241459749 33.5527699315312),326221.01800356706,,,,,No event,No alert
89446dbb3cfffff,9b19ab00-d814-4f28-98be-47fade70a826,POINT(-96.399356014691 30.2300067549162),447883.68966458004,,,,,No event,No alert
89489aa81c3ffff,5b7b4cb3-0b1e-49f7-a75e-0f82f02f0975,POINT(-97.4776793544416 31.1571517745266),487921.61917383206,,,,,No event,No alert
89446c0edc7ffff,417af74f-2bc4-4880-ba54-be9390ec850d,POINT(-95.1417081501956 29.7939024827776),432155.89326813834,,,,,No event,No alert
89489b665c7ffff,dd8851d2-2d93-45db-81cf-e7cd6c81e7c6,POINT(-98.173936707176 32.2456468534813),166753.71932681065,,,,,No event,No alert
8926c805e23ffff,d67741d9-dcd1-45ab-bac1-3271e266339f,POINT(-96.6581108782394 33.2142580714985),494309.36805685557,,,,,No event,No alert
8926ca2c29bffff,a550ace2-7f02-4c3d-bc33-4559c7d7c68c,POINT(-97.7842511333915 32.4328361126855),408008.02138650988,,,,,No event,No alert
89446c10b3bffff,a5ae4517-4b30-4b6b-bf2a-6f2d147ffb40,POINT(-95.1406949325433 29.5644856675594),393795.14778442058,,,,,No event,No alert
89446c3249bffff,d670d8e6-4ee7-4a47-ad83-d98f594b0329,POINT(-95.4040396429319 29.7678216862263),857276.539314325,,,,,No event,No alert
89489b1ad77ffff,206ffbbb-b297-4064-a6e7-e0419179156d,POINT(-98.1398008931296 31.7194734012717),165957.84250372183,,,,,No event,No alert
8926cbd262fffff,cf2f043d-f2f2-4a53-83de-3f0c45c596ca,POINT(-97.1845963995367 32.82736534135),369654.1298421559,,,,,No event,No alert
8948c61366bffff,8e8ea8ce-ab91-4bbd-a083-b4d1b738de0d,POINT(-106.44798519491 31.820481324179),147069.48101276124,,,,,No event,No alert
89446cac197ffff,ab90e19b-5f45-4efd-81f0-eda53c10adf0,POINT(-95.5687847471759 29.8039810516792),442933.31212088116,,,,,No event,No alert
89446ca8983ffff,d860cc6a-b89e-48d6-8e05-78253d55f755,POINT(-95.4570161772256 29.7535766877364),627926.22111444746,,,,,No event,No alert
8926c874e8bffff,703b2206-c949-4ab0-84bb-1fb30cd8b7a6,POINT(-96.797964124322 33.0104417839928),504215.96154891525,,,,,No event,No alert
89446ca3287ffff,a9287df1-338e-44bc-a311-801af2029d53,POINT(-95.5125305818948 29.5854859547521),317643.07756826276,,,,,No event,No alert
8926cbc66d3ffff,581fdc76-7c8f-487f-a393-9dfe02c5b24d,POINT(-97.0701528223513 32.5839742244322),517348.650288533,,,,,No event,No alert
8948c6d5aafffff,e33754ad-2d15-4a0b-b2e4-457e85f69b99,POINT(-106.331880325496 31.6845245991916),206796.67193750176,,,,,No event,No alert
8926cbd811bffff,d3977f33-c1ae-4e72-8530-f316dc01b588,POINT(-97.3607960248131 32.6964224990587),385698.18161746179,,,,,No event,No alert
8948d24960bffff,4951b370-2b00-4f40-8bb6-6e7b4f8c47bf,POINT(-101.943109907054 33.5770215895619),116393.46000844895,,,,,No event,No alert
8926cb55ec3ffff,b02e918c-4eae-4b38-afff-7eb1a3ecf749,POINT(-97.339350499135 32.2526467450852),432761.97826687136,,,,,No event,No alert
8948c6c72abffff,146a50f2-e787-4394-9e6e-93699ff84475,POINT(-106.298954642748 31.7393988875584),207116.27075340337,,,,,No event,No alert
89446c31c83ffff,ae63f505-b3ed-4469-8e6e-4ec334420b7e,POINT(-95.3426209644228 29.8777001943485),244297.75545302322,,,,,No event,No alert
89446c0d12bffff,9e5ad463-b161-4d4a-a9e7-e4799a71dd36,POINT(-95.0025674395113 29.8332296723996),328442.04136373836,,,,,No event,No alert
8926de6b303ffff,914996e3-6df6-430b-8f7f-cac00c363ac0,POINT(-101.930726005553 33.5179935930192),428503.27313902578,,,,,No event,No alert
8948c6c662fffff,3498ebcb-0b94-4101-9d17-f9d400edba4b,POINT(-106.372401048396 31.7195606520668),197856.48459893829,,,,,No event,No alert
89446c89e0bffff,1cafb4f4-076b-4be9-bc1a-dc148dd038bd,POINT(-95.0793708522938 29.3620847141276),493906.54704214755,,,,,No event,No alert
8926d152e87ffff,8a043599-2f4c-410b-8ffa-616a88a62b03,POINT(-101.777038278734 35.2309190614349),145568.41823101172,,,,,No event,No alert
89489a295a3ffff,747aeeaa-3606-40c0-a777-3b144b19b094,POINT(-97.1978154137955 31.5264058589989),404959.97699143738,,,,,No event,No alert
89446ca23dbffff,fe1f9f64-5115-44c8-960a-c643c6486dab,POINT(-95.5892278068454 29.595341348285),530705.36694380245,,,,,No event,No alert
8926cbc8a0bffff,d8634928-17cd-4887-a0a6-c0b6f4b0f741,POINT(-97.3940937318067 32.4877101080656),509154.136687321,,,,,No event,No alert
89446c00ea7ffff,fabc4f73-ea39-41c7-94d2-1bc934e65d6b,POINT(-95.1066590263715 29.684737231736),747212.86592658178,,,,,No event,No alert
8926de79c77ffff,8454cfda-fb19-46fd-8625-ca0fd85d44de,POINT(-101.894665414495 33.6133904752653),114770.4272039986,,,,,No event,No alert
8926cbd81d3ffff,f18039c4-87b6-4b41-9ea4-20c8e223369f,POINT(-97.3619226234371 32.706606061099),666170.02707231336,,,,,No event,No alert
8948955407bffff,d3a183d0-2481-427c-812b-35d1c56df0c0,POINT(-97.3487460228183 27.6380835790456),699034.68625003682,,,,,No event,No alert
89446c33527ffff,b0ba01ea-abff-47f4-8f31-1a397a8e0e53,POINT(-95.3626871227601 29.803939750163),262297.29014960944,,,,,No event,No alert
89446ca5da3ffff,6ad7436d-1f5f-4ca1-85f3-21bd83c66dac,POINT(-95.7167474709969 29.7868125528391),320560.634029202,,,,,No event,No alert
89489a64c77ffff,74e2ce0c-42cf-4417-8f16-785403882163,POINT(-97.0998626251808 31.628324698005),226774.07243446697,,,,,No event,No alert
8926d301643ffff,eece8f7e-11a2-4f1c-b6b3-4e455d0c5ac2,POINT(-102.719994801207 34.6345089241561),225274.63210538661,,,,,No event,No alert
8948b175633ffff,f9aa1674-f71d-4149-8e2a-0a4a6fb38886,POINT(-98.9023693809106 26.4037432887563),259537.65850367898,,,,,No event,No alert
89446cb1b7bffff,4bf71be9-1d4e-45ca-a7e3-47e8cdd214dd,POINT(-95.5515524203145 29.5561079783907),540916.33515141392,,,,,No event,No alert
8926d56eacfffff,8246a408-6f23-4605-b498-9e74fe0e0736,POINT(-101.38492573087 35.6534643436215),403580.61547124991,,,,,No event,No alert
89446ca9083ffff,749b2554-b680-49d9-b8ea-9509925e0dd4,POINT(-95.3278540465806 29.6868615904264),246606.27592767522,,,,,No event,No alert
8926d0bacb3ffff,1bf8365d-1ebb-4c19-8b1f-12ec1b8e011f,POINT(-102.010575482731 35.9145536076435),295332.72075038159,,,,,No event,No alert
89446cb9cb3ffff,2c0399ee-7a88-4f4b-be04-0a7ef55532fe,POINT(-95.4050637804822 29.5607661680978),663424.20843959029,,,,,No event,No alert
8926cd48e4fffff,9df30c31-1f3a-4700-91ee-3867228baa27,POINT(-96.1876498890681 33.6515840431288),246042.0538735837,,,,,No event,No alert
89446d4a4c3ffff,d9987555-27cf-4a89-a5c5-75e5942c481e,POINT(-95.4608467576726 30.3612565796026),206769.92759062693,,,,,No event,No alert
89489548b27ffff,82ba0070-d3fd-4588-8fd3-28cffa3d0826,POINT(-97.0570873869745 27.8401048412394),225658.66511495039,,,,,No event,No alert
8926c83b34bffff,7c117a1f-923b-488f-a351-5f0a93cdd67a,POINT(-96.6934599232158 33.1268916048201),902763.67741679819,,,,,No event,No alert
89446c28513ffff,60a6836a-b208-403c-bf6b-3d0485ae4d39,POINT(-95.1898879221499 30.0624851222954),601581.38070950226,,,,,No event,No alert
89446c20d0bffff,3603be4a-24c4-4eed-a446-cd0e93b6437d,POINT(-95.3976575499084 30.0634238794255),330626.03745446575,,,,,No event,No alert
89489369263ffff,352be8f8-12cf-4d3f-ba65-b77dad86b922,POINT(-95.7881634216591 29.699654998076),698959.16512266884,,,,,No event,No alert
89446c0645bffff,912bafe7-5720-4eb4-a7e9-98bacbb449cb,POINT(-95.2471892503144 29.6697895373454),260213.28940168547,,,,,No event,No alert
8948d6da887ffff,251bf3b3-d9b8-47f2-a8d4-d969273fc047,POINT(-102.504193037795 31.8733903595427),393234.09978490905,,,,,No event,No alert
8926cb88233ffff,7be3106e-4957-4b3f-8b73-8a8ac0db3a28,POINT(-96.9150697305414 32.5482900301652),506530.11944611149,,,,,No event,No alert
89446cb8bafffff,f5449c37-6cfc-4ca4-8940-e7950dc3dafa,POINT(-95.4653556647219 29.6106615470839),394933.18915934733,,,,,No event,No alert
8948c6100bbffff,af76644e-f0c3-4c5a-9ced-eeb0799a6b77,POINT(-106.532591164357 31.8712192843847),918064.92913441476,,,,,No event,No alert
89446d405b3ffff,7ece3c07-a509-400d-8233-c150661e5086,POINT(-95.6377741575178 30.3755685596407),528471.84394595725,,,,,No event,No alert
8926dec9583ffff,59f51974-cfd9-444e-b712-ad6ed0198ebe,POINT(-102.006876097072 34.2483225607988),363763.1983255641,,,,,No event,No alert
89446c3262fffff,4a769826-7eb2-4bd5-8f8b-efaa6e527b62,POINT(-95.3839880413521 29.7969221661451),306821.29741066316,,,,,No event,No alert
89446d31023ffff,930c0662-e009-4a78-83b3-2ad9e67bd8e2,POINT(-96.3260181394714 30.5954545823657),190995.10607769777,,,,,No event,No alert
89446caa54fffff,a9cf862b-b238-4751-90c5-e395b1e26918,POINT(-95.4432807522384 29.6340689830079),249201.21460574845,,,,,No event,No alert
89446cb883bffff,8605346e-bce5-4562-b71c-3f6fb9d6d73b,POINT(-95.4640191542436 29.5905100785921),274113.42271963385,,,,,No event,No alert
89446caf5a3ffff,d362a10a-7377-4390-afec-686e2ca20825,POINT(-95.5388100185165 29.7371321952291),236950.23085224707,,,,,No event,No alert
89446caf277ffff,bde85556-ec29-4285-85f9-5a58f0ba8a34,POINT(-95.4778929445559 29.7599401438674),349923.4286207988,,,,,No event,No alert
8948b171b17ffff,553632db-7cb4-4197-8387-d673809d2c6a,POINT(-98.8116028665687 26.385908067318),115273.09001227241,,,,,No event,No alert
89489ad73a3ffff,fe6601ea-5087-423d-a865-ed6d91dce897,POINT(-97.0091334688913 30.6485108143335),168780.03504434071,,,,,No event,No alert
89446c31037ffff,d6b33558-0eec-4855-97ba-8d3d42b857ca,POINT(-95.3055550002646 29.86324008717),303520.54713092622,,,,,No event,No alert
89444d2d4c7ffff,6c7a8f85-310d-4d79-8734-7521c0801a79,POINT(-94.6263252386731 33.5142251828109),188918.45155475984,,,,,No event,No alert
8926cbd5bd7ffff,b50c6f2c-d9c5-42b9-9b1b-231546a8e2ed,POINT(-97.0857113478431 32.5959082914354),521765.19349676149,,,,,No event,No alert
8926c876187ffff,ea75b393-a4f6-46e9-92ec-17aa4bae72fd,POINT(-96.7543544263814 33.0884294960609),1063488.9038392049,,,,,No event,No alert
8926c875ddbffff,dbb89347-5dfb-4967-99c0-a6cbfacd2f10,POINT(-96.832024322604 33.0053267456212),470441.15566412307,,,,,No event,No alert
894469716abffff,d4aeb1a5-3724-4038-9fa4-381122c4e0fc,POINT(-95.6125910410321 31.7144190163825),264238.66850953375,,,,,No event,No alert
8926cbdadc3ffff,2a4de328-b447-43f6-acc0-8b7fabe0bf08,POINT(-97.2850338692496 32.7279683556225),282285.11231979646,,,,,No event,No alert
89446c70823ffff,b32985bc-1340-499b-8083-7864f4fce62f,POINT(-94.9200945447826 29.9244948969534),197799.93336160874,,,,,No event,No alert
89446d5808fffff,f542203a-21f5-49ad-8851-698bf37106d7,POINT(-95.4616438409242 30.2780833728884),375431.18849291478,,,,,No event,No alert
8948c6c53d3ffff,91a32f6a-3303-49a6-9a83-d87cdb92b752,POINT(-106.280198979408 31.8015422302048),209582.97095171572,,,,,No event,No alert
8926de0d44fffff,a0dfb8eb-40d4-42d3-bf96-90b87921eba8,POINT(-101.585415518712 33.7931151419144),703348.78374306974,,,,,No event,No alert
8948b386d27ffff,72643611-202e-4887-8f57-66e54dbd3e17,POINT(-98.3116324816011 26.230121437967),523267.22079936188,,,,,No event,No alert
8948c6c548fffff,649f5b30-6037-47d4-aeb9-66e8de279a93,POINT(-106.295229434601 31.7584898499961),274086.94152364787,,,,,No event,No alert
89446c1738fffff,047cfd76-87f2-4e40-ae5a-f42c79e74d8c,POINT(-95.2122184102499 29.5526507607303),946833.4847388654,,,,,No event,No alert
8926c83b677ffff,87ab8e1b-dfc4-4d65-b980-61451a0d5a7e,POINT(-96.698825376477 33.1617412973628),793422.04530580761,,,,,No event,No alert
89446c325afffff,1167aaa1-3334-4f41-a780-ca9b84de3691,POINT(-95.4344648736223 29.7967181804308),374417.47709710232,,,,,No event,No alert
8926caacd43ffff,1a4718ba-8fb1-4ae0-987e-90c7362eeb41,POINT(-97.4759906425015 32.7673045533914),228865.44827261727,,,,,No event,No alert
8926cbd5a8fffff,97a0bdb3-8bd8-4c30-ad34-42fcef556eed,POINT(-97.1011920409798 32.6058223599088),439459.92388827493,,,,,No event,No alert
89446dda0dbffff,71b72569-d971-4506-a51a-8846fa47068e,POINT(-95.7107141518431 29.8394463980443),442454.19896901754,,,,,No event,No alert
89446d40263ffff,005a0e53-1456-469d-bafc-139059d6a1a3,POINT(-95.573467238305 30.4039928280285),169550.01704834966,,,,,No event,No alert
8926cbd1c0fffff,751bd447-a0cf-4b10-a5b2-ad23a103a297,POINT(-97.2304134497449 32.7324669728132),197596.44658134491,,,,,No event,No alert
8926c9c7217ffff,e4d0769e-794d-4631-a035-3f47831ec199,POINT(-95.8890132927758 32.9451433676236),291476.29798068746,,,,,No event,No alert
89446caa977ffff,79b679a8-f745-403c-9b67-538a3c1ef8c1,POINT(-95.4848586697273 29.7133305119559),158707.04038803265,,,,,No event,No alert
89446cc0027ffff,a6dfeef7-d633-4c7e-8ea9-f9c6bfb689ba,POINT(-94.8269846690927 29.2829817413282),246959.51383464137,,,,,No event,No alert
8926caa6c1bffff,7ca0a29e-eca2-46ac-ba12-a59f6e735af0,POINT(-97.2803146316236 32.8976517345828),437609.28174906492,,,,,No event,No alert
8926cbd9c37ffff,910935e1-d6ab-49f7-9264-e7f739de0710,POINT(-97.3983928882447 32.6722430622393),399624.49163200095,,,,,No event,No alert
8926ddb250fffff,d8f0c5ba-0516-4a22-abe9-e8c71ee85981,POINT(-98.5012529528598 33.9119458337928),123548.35970574063,,,,,No event,No alert
89446c251bbffff,fee2afc5-f7cc-4711-a7f4-b813ee165dc0,POINT(-95.4404010500539 30.1348172901749),392884.26286704041,,,,,No event,No alert
8926d13167bffff,1eb917bf-649e-4140-8d6e-c72530a2a5ba,POINT(-101.112959819396 34.8813120694708),360439.94897787232,,,,,No event,No alert
8926c83b28fffff,73fba4e6-8de1-4bf3-a144-8f1fb379c47e,POINT(-96.6993717159927 33.1481616154469),436831.13148793933,,,,,No event,No alert
8926c86f37bffff,6eac8df5-a77d-4538-84ac-3b42ccb91293,POINT(-97.0715712049569 32.850017658758),274208.30303251388,,,,,No event,No alert
8948c612bdbffff,00f4da66-13e4-4dcc-8e8f-55c688d2f763,POINT(-106.586668655905 31.8803359532849),277583.7667895729,,,,,No event,No alert
89446ca0e8fffff,498eb8e8-513b-4b7c-bcde-7f787f244db4,POINT(-95.5904857499726 29.6707223015144),258725.53223187404,,,,,No event,No alert
8926c90b637ffff,cd5645d9-075c-49f3-89cb-58401b9e8759,POINT(-95.9346769214373 32.6397581716112),283669.75848038495,,,,,No event,No alert
89489ac1e93ffff,7788b746-80c9-49dd-adef-2bfa41a81831,POINT(-96.8145945320618 30.7641164839862),485404.32463974372,,,,,No event,No alert
8926ca932cbffff,990e8dee-9a1c-492e-bded-164adb7fae9e,POINT(-97.8342947747476 33.5517065571751),318225.21835597575,,,,,No event,No alert
89446cc5c1bffff,559779c7-a90b-41b4-bf29-48b562ab9ec2,POINT(-94.9294472409543 29.4067456779836),307190.4236065686,,,,,No event,No alert
8926cbd8393ffff,659566ce-befa-45e3-a125-0aaeacf9328b,POINT(-97.3784458694741 32.6979601392688),1089019.3317981849,,,,,No event,No alert
89488b2a88bffff,3e3a5c2c-86c6-4805-89eb-7737290abbec,POINT(-101.962215420316 32.0701510925926),226123.20436804843,,,,,No event,No alert
89446c15d0bffff,61615991-0d9b-4176-9754-c4093dc87044,POINT(-95.2389313465031 29.6346011336524),151893.63361631369,,,,,No event,No alert
89446e01393ffff,52884667-3b8c-4c80-afc7-55f73b599814,POINT(-93.799166425588 30.0487998192184),173314.75955528612,,,,,No event,No alert
89489a2865bffff,017cf518-33d7-4492-b56d-61b1e86e7497,POINT(-97.2004573685196 31.5184498860711),245344.37821877445,,,,,No event,No alert
8926c86d46fffff,68e32020-aab9-4525-bd55-ff028bac9fdd,POINT(-97.0959022310256 32.8365366824184),267990.00009772793,,,,,No event,No alert
8926cb40653ffff,0c908ddf-7b0d-4a7d-9e62-441156883c29,POINT(-97.4893063142153 32.242989803777),337347.32470662607,,,,,No event,No alert
89489aaa0a3ffff,5addd009-fdf6-4196-ae93-003ed5897c3a,POINT(-97.5043196816158 31.094238420319),374863.48902266985,,,,,No event,No alert
8948c6c566bffff,b327290a-4610-4a18-9716-392934f6d14f,POINT(-106.255445500278 31.7856276717556),464842.99636286055,,,,,No event,No alert
8948c6c566bffff,be729894-2c25-4097-b184-b10cca8a2d47,POINT(-106.258602413775 31.7839132403172),471023.6296024631,,,,,No event,No alert
89489ab9a13ffff,0abb065d-e5cc-4207-8a7f-368aee2e0e22,POINT(-97.4303866113934 31.0487338590338),206192.43311301764,,,,,No event,No alert
89446ca73dbffff,4b52dfe6-bcd0-49cc-bbe3-feddb0eecdaf,POINT(-95.6630130471483 29.7001173153581),419635.46491648373,,,,,No event,No alert
89446d583cbffff,22c5dcdc-8f10-4d3d-938b-c8e9fcf435fd,POINT(-95.4442108948675 30.3013574473924),169583.34402816612,,,,,No event,No alert
89446cab02bffff,e3d0a5be-87fa-41d9-8d22-5f020e6a09aa,POINT(-95.3607166459658 29.6496513706089),87514.322431107474,,,,,No event,No alert
89446893033ffff,80fcfa1e-5381-4746-9bd9-26308c1dcb86,POINT(-95.1069717356553 30.1862015104389),273897.62759332708,,,,,No event,No alert
89489a64c8fffff,aa06e75d-8658-4640-b9c0-8eff182eb00a,POINT(-97.1049287645044 31.6166717109806),146536.62031192434,,,,,No event,No alert
89446c05c0fffff,908e12ca-11ca-4021-a35a-fd5ff5240100,POINT(-95.1917412021031 29.7860483155443),360914.83322889678,,,,,No event,No alert
8926c959093ffff,94f608f9-20a8-463f-b9b5-3f5503fe55ab,POINT(-96.4291311906667 32.7424933492028),347586.69659377931,,,,,No event,No alert
8926c86d4a3ffff,3ab1e689-6b4e-482c-9013-58315715d316,POINT(-97.0809007190285 32.8458531557251),330973.39026431978,,,,,No event,No alert
89446cad363ffff,03a4c0bf-9894-423a-a9f8-c3f839ac8f77,POINT(-95.4609596380169 29.8299837467084),200398.13450092857,,,,,No event,No alert
8926c910173ffff,7cc1fd7e-6301-485e-a6d0-58ef03e1b324,POINT(-95.6627023885118 32.7751769377989),283782.54393942712,,,,,No event,No alert
89446c10877ffff,c58ee226-33ce-4da4-b22e-85b404aa8255,POINT(-95.1415907079223 29.5433136431142),464550.57760620076,,,,,No event,No alert
8926de798cfffff,709d1200-7862-4f69-a6f2-38e4aa5f13b1,POINT(-101.90107350327 33.6003386590316),198787.99988415674,,,,,No event,No alert
8926cbc5e97ffff,c48eaf71-2720-4477-b18b-a0a353f7a854,POINT(-97.1223931062802 32.4741628052383),381554.85710020491,,,,,No event,No alert
89489228b2bffff,7b253b7a-813e-4704-9726-355fb47e6c6c,POINT(-95.3980074973665 29.0250431143497),245746.59257157546,,,,,No event,No alert
89489bd9bcfffff,d99b1de8-8575-406c-b36a-6f284b7b09cf,POINT(-97.7238347970617 31.4308691630582),252824.35996698475,,,,,No event,No alert
89446caf483ffff,c665316c-2b02-4479-8180-9e7c1963d465,POINT(-95.5131097496814 29.7135659438121),289566.12277941976,,,,,No event,No alert
89446c14a4fffff,c5fb5c96-0e56-460b-8257-7c9f83739860,POINT(-95.2537854526795 29.6530079303776),456814.5258817483,,,,,No event,No alert
89446c7240fffff,1d79aca4-1978-4c82-b269-82fac6d41ecc,POINT(-94.9117735892567 29.7881888788555),473019.73338713159,,,,,No event,No alert
8948c6c5073ffff,82608b5d-71a7-47b1-a644-850525568ea2,POINT(-106.282541394156 31.7931715720602),218830.72952167207,,,,,No event,No alert
89446cb98c3ffff,e23c23dd-1f07-41f7-9f8f-5a8467e428fc,POINT(-95.3851301920121 29.5773652759275),640177.9849913239,,,,,No event,No alert
8926c839553ffff,164d6e87-b321-4d96-9fe1-61c49b57361b,POINT(-96.6937914018762 33.110514918112),742686.00207296736,,,,,No event,No alert
89446c334c3ffff,b2e94de6-c48d-436e-8657-b0c0fd26b679,POINT(-95.329922631182 29.7720453727239),137299.34242811278,,,,,No event,No alert
8926cb72aa3ffff,7fa6c2a1-7e47-4700-bf79-2be690583631,POINT(-97.0997344093008 32.0128792447466),289462.74527113634,,,,,No event,No alert
8948d6db19bffff,96081812-8bfb-4ebe-bffa-e9786cf78778,POINT(-102.406168114973 31.8372500135962),290463.00544231181,,,,,No event,No alert
8926d15714fffff,bfe5983a-6ffa-4324-bc3d-1af840ff735c,POINT(-101.708387157521 35.142233455125),525767.81812214945,,,,,No event,No alert
8926caa4a13ffff,00b42cc5-0687-409c-b601-8a06f3445565,POINT(-97.3391877361493 32.8128278481734),210823.80458140292,,,,,No event,No alert
89489ab59dbffff,bb1373c4-45b0-411f-8d4f-ce4fa29a11b1,POINT(-97.795562672569 31.0907339254962),249643.5716330221,,,,,No event,No alert
89446c2f383ffff,a3fdf03a-fb1e-4e4d-abfe-0ab3959f8872,POINT(-95.2723313552714 30.1398617969795),357859.4831110161,,,,,No event,No alert
89446ca09afffff,4357f744-5ead-4c7c-b58a-ea157d0016da,POINT(-95.6367139961441 29.7075438338248),193359.9331971769,,,,,No event,No alert
89446cadb1bffff,21feae64-43db-4f5f-a0fc-5d0ac44c02fd,POINT(-95.5014368853194 29.8754146923473),211692.344899151,,,,,No event,No alert
89446c05e6fffff,d419ffdd-5090-470f-a9db-a305bd8b3815,POINT(-95.1647666253467 29.8017299747177),427303.88633875642,,,,,No event,No alert
89446c4518fffff,7a23015f-00ba-4e2e-9244-85c7bbf2be99,POINT(-94.6876505949104 29.7706839680695),292884.33390137169,,,,,No event,No alert
8926c83b153ffff,3f3bda94-6967-4d44-9edd-7c4304a5ac3b,POINT(-96.6659724079602 33.1393457532806),1169503.6894200817,,,,,No event,No alert
8948b38c467ffff,37befbd4-4cc0-4d03-9c1f-25bbf946a78e,POINT(-98.041476367101 26.2826044859425),217711.41249902136,,,,,No event,No alert
8926c80c4a7ffff,c466b32c-4b1a-4fdd-872f-0b15254dcfec,POINT(-96.7721932370964 33.2238740282766),569723.45781003265,,,,,No event,No alert
89446c1467bffff,e065fcf1-d11e-4178-a730-c4b605961e79,POINT(-95.2222591791825 29.5801650699349),543037.61323807482,,,,,No event,No alert
89446ca9673ffff,b573ef3e-d6fb-4077-b6d2-5a3e99ef5ee2,POINT(-95.2996646843518 29.6831063941826),137621.25363408212,,,,,No event,No alert
89489aa2127ffff,37bf3c33-3a18-4aa6-85e6-f1cd11dc5282,POINT(-97.7031663773376 31.0600575516366),270119.630504909,,,,,No event,No alert
89446c2a1bbffff,f260ec23-cbf0-4516-8d3a-c5cec6cd8613,POINT(-95.2247897519651 30.031200807245),415904.47566503327,,,,,No event,No alert
89489b74d6fffff,1f80207d-58dd-43fc-aa8e-0a7eea957e94,POINT(-98.2060168971122 32.2060702794963),190810.92185406087,,,,,No event,No alert
89446c0f3a3ffff,460f4f6d-ee76-426c-afb8-0e540b93d55e,POINT(-95.0170415813209 29.7781140679919),201128.95032936445,,,,,No event,No alert
89446c62033ffff,63676130-d223-410a-bcd1-b2f58d6ff79f,POINT(-94.8877466074094 29.9742878940448),566541.32795382862,,,,,No event,No alert
